"","TreatmentTank","Location","Family","days.post.fert","indiv.alive","indiv.dead"
"1940","T2","Oks 3","O5",26,1497491984,0
"1953","T2","Oks 3","O5",27,1497491984,0
"1966","T2","Oks 3","O5",28,1497491984,0
"1979","T2","Oks 3","O5",29,1497491984,0
"1992","T2","Oks 3","O5",30,1497491984,0
"2005","T2","Oks 3","O5",31,1497491984,0
"2018","T2","Oks 3","O5",32,1497491984,0
"2031","T2","Oks 3","O5",33,1497491984,0
"2044","T2","Oks 3","O5",34,1497491984,0
"2057","T2","Oks 3","O5",35,1497491984,0
"2070","T2","Oks 3","O5",36,1497491984,0
"2083","T2","Oks 3","O5",37,1497491984,0
"2096","T2","Oks 3","O5",38,1497491984,0
"2109","T2","Oks 3","O5",39,1497491984,0
"2122","T2","Oks 3","O5",40,1497491984,0
"2135","T2","Oks 3","O5",41,1497491984,0
"1635","T2","Oks 3","O6",2,1497491924,0
"1649","T2","Oks 3","O6",3,1497491924,0
"1663","T2","Oks 3","O6",4,1497491924,0
"1677","T2","Oks 3","O6",5,1497491924,0
"1691","T2","Oks 3","O6",6,1497491924,0
"1705","T2","Oks 3","O6",7,1497491924,0
"1719","T2","Oks 3","O6",8,1497491924,0
"1733","T2","Oks 3","O6",9,1497491924,0
"1747","T2","Oks 3","O6",11,1497491924,1
"1761","T2","Oks 3","O6",12,1497491924,2
"1774","T2","Oks 3","O6",13,1497491924,5
"1787","T2","Oks 3","O6",14,1497491924,151
"1800","T2","Oks 3","O6",15,1497491924,1
"1813","T2","Oks 3","O6",16,1497491924,3
"1826","T2","Oks 3","O6",17,1497491924,2
"1839","T2","Oks 3","O6",19,1497491924,0
"1852","T2","Oks 3","O6",19,1497491924,2
"1865","T2","Oks 3","O6",20,1497491924,4
"1877","T2","Oks 3","O6",21,1497491924,0
"1890","T2","Oks 3","O6",22,1497491924,1
"1903","T2","Oks 3","O6",23,1497491924,1
"1915","T2","Oks 3","O6",24,1497491924,0
"1928","T2","Oks 3","O6",25,1497491924,0
"1941","T2","Oks 3","O6",26,1497491924,0
"1954","T2","Oks 3","O6",27,1497491924,1
"1967","T2","Oks 3","O6",28,1497491924,0
"1980","T2","Oks 3","O6",29,1497491924,1
"1993","T2","Oks 3","O6",30,1497491924,0
"2006","T2","Oks 3","O6",31,1497491924,0
"2019","T2","Oks 3","O6",32,1497491924,0
"2032","T2","Oks 3","O6",33,1497491924,0
"2045","T2","Oks 3","O6",34,1497491924,2
"2058","T2","Oks 3","O6",35,1497491924,0
"2071","T2","Oks 3","O6",36,1497491924,2
"2084","T2","Oks 3","O6",37,1497491924,1
"2097","T2","Oks 3","O6",38,1497491924,0
"2110","T2","Oks 3","O6",39,1497491924,1
"2123","T2","Oks 3","O6",40,1497491924,0
"2136","T2","Oks 3","O6",41,1497491924,0
"33","T3","Kup","K01",0,1497369587,0
"81","T3","Kup","K01",1,1497369587,1
"129","T3","Kup","K01",2,1497369587,8
"177","T3","Kup","K01",3,1497369587,43
"225","T3","Kup","K01",4,1497369587,52
"273","T3","Kup","K01",5,1497369587,28
"321","T3","Kup","K01",6,1497369587,5
"369","T3","Kup","K01",7,1497369587,6
"417","T3","Kup","K01",8,1497369587,16
"465","T3","Kup","K01",9,1497369587,21
"513","T3","Kup","K01",10,1497369587,34
"561","T3","Kup","K01",12,1497369587,96
"34","T3","Kup","K02",0,1497369565,0
"82","T3","Kup","K02",1,1497369565,0
"130","T3","Kup","K02",2,1497369565,35
"178","T3","Kup","K02",3,1497369565,20
"226","T3","Kup","K02",4,1497369565,13
"274","T3","Kup","K02",5,1497369565,6
"322","T3","Kup","K02",6,1497369565,2
"370","T3","Kup","K02",7,1497369565,1
"418","T3","Kup","K02",8,1497369565,6
"466","T3","Kup","K02",9,1497369565,5
"514","T3","Kup","K02",10,1497369565,12
"562","T3","Kup","K02",12,1497369565,176
"606","T3","Kup","K02",13,1497369565,0
"644","T3","Kup","K02",14,1497369565,1
"682","T3","Kup","K02",15,1497369565,1
"720","T3","Kup","K02",16,1497369565,0
"758","T3","Kup","K02",17,1497369565,1
"796","T3","Kup","K02",18,1497369565,1
"834","T3","Kup","K02",19,1497369565,0
"872","T3","Kup","K02",20,1497369565,0
"910","T3","Kup","K02",21,1497369565,0
"948","T3","Kup","K02",22,1497369565,0
"986","T3","Kup","K02",23,1497369565,0
"1024","T3","Kup","K02",24,1497369565,1
"1062","T3","Kup","K02",25,1497369565,2
"1100","T3","Kup","K02",26,1497369565,1
"1175","T3","Kup","K02",28,1497369565,0
"1213","T3","Kup","K02",29,1497369565,0
"1251","T3","Kup","K02",30,1497369565,0
"1289","T3","Kup","K02",31,1497369565,0
"1327","T3","Kup","K02",32,1497369565,NA
"1364","T3","Kup","K02",33,1497369565,2
"1402","T3","Kup","K02",34,1497369565,0
"1440","T3","Kup","K02",35,1497369565,NA
"1470","T3","Kup","K02",36,1497369565,0
"1508","T3","Kup","K02",37,1497369565,0
"1546","T3","Kup","K02",38,1497369565,0
"1584","T3","Kup","K02",39,1497369565,0
"1622","T3","Kup","K02",40,1497369565,0
"35","T3","Kup","K03",0,1497369574,0
"83","T3","Kup","K03",1,1497369574,0
"131","T3","Kup","K03",2,1497369574,2
"179","T3","Kup","K03",3,1497369574,7
"227","T3","Kup","K03",4,1497369574,3
"275","T3","Kup","K03",5,1497369574,4
"323","T3","Kup","K03",6,1497369574,1
"371","T3","Kup","K03",7,1497369574,0
"419","T3","Kup","K03",8,1497369574,0
"467","T3","Kup","K03",9,1497369574,0
"515","T3","Kup","K03",10,1497369574,55
"563","T3","Kup","K03",12,1497369574,213
"36","T3","Kup","K04",0,1497369515,0
"84","T3","Kup","K04",1,1497369515,0
"132","T3","Kup","K04",2,1497369515,1
"180","T3","Kup","K04",3,1497369515,1
"228","T3","Kup","K04",4,1497369515,6
"276","T3","Kup","K04",5,1497369515,15
"324","T3","Kup","K04",6,1497369515,10
"372","T3","Kup","K04",7,1497369515,13
"420","T3","Kup","K04",8,1497369515,7
"468","T3","Kup","K04",9,1497369515,0
"516","T3","Kup","K04",10,1497369515,0
"564","T3","Kup","K04",12,1497369515,26
"607","T3","Kup","K04",13,1497369515,1
"645","T3","Kup","K04",14,1497369515,2
"683","T3","Kup","K04",15,1497369515,1
"721","T3","Kup","K04",16,1497369515,4
"759","T3","Kup","K04",17,1497369515,7
"797","T3","Kup","K04",18,1497369515,18
"835","T3","Kup","K04",19,1497369515,13
"873","T3","Kup","K04",20,1497369515,16
"911","T3","Kup","K04",21,1497369515,4
"949","T3","Kup","K04",22,1497369515,7
"987","T3","Kup","K04",23,1497369515,3
"1025","T3","Kup","K04",24,1497369515,10
"1063","T3","Kup","K04",25,1497369515,21
"1101","T3","Kup","K04",26,1497369515,37
"1138","T3","Kup","K04",27,1497369515,3
"1176","T3","Kup","K04",28,1497369515,1
"1214","T3","Kup","K04",29,1497369515,15
"1252","T3","Kup","K04",30,1497369515,6
"1290","T3","Kup","K04",31,1497369515,0
"1328","T3","Kup","K04",32,1497369515,1
"1365","T3","Kup","K04",33,1497369515,2
"1403","T3","Kup","K04",34,1497369515,0
"1441","T3","Kup","K04",35,1497369515,1
"1471","T3","Kup","K04",36,1497369515,3
"1509","T3","Kup","K04",37,1497369515,0
"1547","T3","Kup","K04",38,1497369515,0
"1585","T3","Kup","K04",39,1497369515,0
"1623","T3","Kup","K04",40,1497369515,2
"37","T3","Kup","K05",0,1497369556,0
"85","T3","Kup","K05",1,1497369556,9
"133","T3","Kup","K05",2,1497369556,5
"181","T3","Kup","K05",3,1497369556,1
"229","T3","Kup","K05",4,1497369556,3
"277","T3","Kup","K05",5,1497369556,0
"325","T3","Kup","K05",6,1497369556,5
"373","T3","Kup","K05",7,1497369556,8
"421","T3","Kup","K05",8,1497369556,29
"469","T3","Kup","K05",9,1497369556,7
"517","T3","Kup","K05",10,1497369556,3
"565","T3","Kup","K05",12,1497369556,9
"608","T3","Kup","K05",13,1497369556,0
"646","T3","Kup","K05",14,1497369556,0
"684","T3","Kup","K05",15,1497369556,0
"722","T3","Kup","K05",16,1497369556,1
"760","T3","Kup","K05",17,1497369556,1
"798","T3","Kup","K05",18,1497369556,1
"836","T3","Kup","K05",19,1497369556,0
"874","T3","Kup","K05",20,1497369556,0
"912","T3","Kup","K05",21,1497369556,0
"950","T3","Kup","K05",22,1497369556,2
"988","T3","Kup","K05",23,1497369556,7
"1026","T3","Kup","K05",24,1497369556,1
"1064","T3","Kup","K05",25,1497369556,3
"1102","T3","Kup","K05",26,1497369556,1
"1139","T3","Kup","K05",27,1497369556,1
"1177","T3","Kup","K05",28,1497369556,1
"1215","T3","Kup","K05",29,1497369556,1
"1253","T3","Kup","K05",30,1497369556,2
"1291","T3","Kup","K05",31,1497369556,1
"1329","T3","Kup","K05",32,1497369556,0
"1366","T3","Kup","K05",33,1497369556,0
"1404","T3","Kup","K05",34,1497369556,0
"1442","T3","Kup","K05",35,1497369556,0
"1472","T3","Kup","K05",36,1497369556,1
"1510","T3","Kup","K05",37,1497369556,0
"1548","T3","Kup","K05",38,1497369556,1
"1586","T3","Kup","K05",39,1497369556,1
"1624","T3","Kup","K05",40,1497369556,0
"38","T3","Kup","K06",0,1497369593,0
"86","T3","Kup","K06",1,1497369593,3
"134","T3","Kup","K06",2,1497369593,190
"182","T3","Kup","K06",3,1497369593,50
"230","T3","Kup","K06",4,1497369593,34
"278","T3","Kup","K06",5,1497369593,14
"326","T3","Kup","K06",6,1497369593,1
"374","T3","Kup","K06",7,1497369593,11
"422","T3","Kup","K06",8,1497369593,3
"470","T3","Kup","K06",9,1497369593,5
"518","T3","Kup","K06",10,1497369593,2
"566","T3","Kup","K06",12,1497369593,6
"39","T3","Kup","K07",0,1497369545,0
"87","T3","Kup","K07",1,1497369545,4
"135","T3","Kup","K07",2,1497369545,4
"183","T3","Kup","K07",3,1497369545,2
"231","T3","Kup","K07",4,1497369545,6
"279","T3","Kup","K07",5,1497369545,1
"327","T3","Kup","K07",6,1497369545,1
"375","T3","Kup","K07",7,1497369545,2
"423","T3","Kup","K07",8,1497369545,4
"471","T3","Kup","K07",9,1497369545,9
"519","T3","Kup","K07",10,1497369545,13
"567","T3","Kup","K07",12,1497369545,13
"609","T3","Kup","K07",13,1497369545,2
"647","T3","Kup","K07",14,1497369545,1
"685","T3","Kup","K07",15,1497369545,0
"723","T3","Kup","K07",16,1497369545,8
"761","T3","Kup","K07",17,1497369545,7
"799","T3","Kup","K07",18,1497369545,11
"837","T3","Kup","K07",19,1497369545,17
"875","T3","Kup","K07",20,1497369545,23
"913","T3","Kup","K07",21,1497369545,2
"951","T3","Kup","K07",22,1497369545,2
"989","T3","Kup","K07",23,1497369545,20
"1027","T3","Kup","K07",24,1497369545,16
"1065","T3","Kup","K07",25,1497369545,20
"1103","T3","Kup","K07",26,1497369545,18
"1140","T3","Kup","K07",27,1497369545,5
"1178","T3","Kup","K07",28,1497369545,4
"1216","T3","Kup","K07",29,1497369545,6
"1254","T3","Kup","K07",30,1497369545,6
"1292","T3","Kup","K07",31,1497369545,12
"1330","T3","Kup","K07",32,1497369545,6
"1367","T3","Kup","K07",33,1497369545,5
"1405","T3","Kup","K07",34,1497369545,9
"1443","T3","Kup","K07",35,1497369545,2
"1473","T3","Kup","K07",36,1497369545,1
"1511","T3","Kup","K07",37,1497369545,3
"1549","T3","Kup","K07",38,1497369545,1
"1587","T3","Kup","K07",39,1497369545,1
"1625","T3","Kup","K07",40,1497369545,1
"40","T3","Kup","K08",0,1497369546,0
"88","T3","Kup","K08",1,1497369546,2
"136","T3","Kup","K08",2,1497369546,6
"184","T3","Kup","K08",3,1497369546,8
"232","T3","Kup","K08",4,1497369546,4
"280","T3","Kup","K08",5,1497369546,1
"328","T3","Kup","K08",6,1497369546,4
"376","T3","Kup","K08",7,1497369546,8
"424","T3","Kup","K08",8,1497369546,4
"472","T3","Kup","K08",9,1497369546,7
"520","T3","Kup","K08",10,1497369546,11
"568","T3","Kup","K08",12,1497369546,141
"610","T3","Kup","K08",13,1497369546,2
"648","T3","Kup","K08",14,1497369546,1
"686","T3","Kup","K08",15,1497369546,0
"724","T3","Kup","K08",16,1497369546,0
"762","T3","Kup","K08",17,1497369546,2
"800","T3","Kup","K08",18,1497369546,16
"838","T3","Kup","K08",19,1497369546,9
"876","T3","Kup","K08",20,1497369546,6
"914","T3","Kup","K08",21,1497369546,2
"952","T3","Kup","K08",22,1497369546,1
"990","T3","Kup","K08",23,1497369546,24
"1028","T3","Kup","K08",24,1497369546,8
"1066","T3","Kup","K08",25,1497369546,2
"1104","T3","Kup","K08",26,1497369546,3
"1141","T3","Kup","K08",27,1497369546,0
"1179","T3","Kup","K08",28,1497369546,2
"1217","T3","Kup","K08",29,1497369546,0
"1255","T3","Kup","K08",30,1497369546,0
"1293","T3","Kup","K08",31,1497369546,1
"1331","T3","Kup","K08",32,1497369546,2
"1368","T3","Kup","K08",33,1497369546,0
"1406","T3","Kup","K08",34,1497369546,0
"1444","T3","Kup","K08",35,1497369546,1
"1474","T3","Kup","K08",36,1497369546,0
"1512","T3","Kup","K08",37,1497369546,0
"1550","T3","Kup","K08",38,1497369546,0
"1588","T3","Kup","K08",39,1497369546,0
"1626","T3","Kup","K08",40,1497369546,0
"41","T3","Kup","K09",0,1497369585,0
"89","T3","Kup","K09",1,1497369585,11
"137","T3","Kup","K09",2,1497369585,17
"185","T3","Kup","K09",3,1497369585,8
"233","T3","Kup","K09",4,1497369585,2
"281","T3","Kup","K09",5,1497369585,0
"329","T3","Kup","K09",6,1497369585,0
"377","T3","Kup","K09",7,1497369585,5
"425","T3","Kup","K09",8,1497369585,7
"473","T3","Kup","K09",9,1497369585,7
"521","T3","Kup","K09",10,1497369585,74
"569","T3","Kup","K09",12,1497369585,187
"42","T3","Kup","K10",0,1497369588,0
"90","T3","Kup","K10",1,1497369588,7
"138","T3","Kup","K10",2,1497369588,20
"186","T3","Kup","K10",3,1497369588,144
"234","T3","Kup","K10",4,1497369588,75
"282","T3","Kup","K10",5,1497369588,12
"330","T3","Kup","K10",6,1497369588,15
"378","T3","Kup","K10",7,1497369588,8
"426","T3","Kup","K10",8,1497369588,24
"474","T3","Kup","K10",9,1497369588,5
"522","T3","Kup","K10",10,1497369588,15
"43","T3","Kup","K11",0,1497369586,0
"91","T3","Kup","K11",1,1497369586,7
"139","T3","Kup","K11",2,1497369586,6
"187","T3","Kup","K11",3,1497369586,3
"235","T3","Kup","K11",4,1497369586,2
"283","T3","Kup","K11",5,1497369586,0
"331","T3","Kup","K11",6,1497369586,2
"379","T3","Kup","K11",7,1497369586,0
"427","T3","Kup","K11",8,1497369586,21
"475","T3","Kup","K11",9,1497369586,8
"523","T3","Kup","K11",10,1497369586,115
"570","T3","Kup","K11",12,1497369586,137
"44","T3","Kup","K12",0,1497369585,0
"92","T3","Kup","K12",1,1497369585,4
"140","T3","Kup","K12",2,1497369585,17
"188","T3","Kup","K12",3,1497369585,23
"236","T3","Kup","K12",4,1497369585,2
"284","T3","Kup","K12",5,1497369585,1
"332","T3","Kup","K12",6,1497369585,0
"380","T3","Kup","K12",7,1497369585,0
"428","T3","Kup","K12",8,1497369585,1
"476","T3","Kup","K12",9,1497369585,27
"524","T3","Kup","K12",10,1497369585,265
"45","T3","Kup","K13",0,1497369575,0
"93","T3","Kup","K13",1,1497369575,3
"141","T3","Kup","K13",2,1497369575,21
"189","T3","Kup","K13",3,1497369575,51
"237","T3","Kup","K13",4,1497369575,9
"285","T3","Kup","K13",5,1497369575,17
"333","T3","Kup","K13",6,1497369575,13
"381","T3","Kup","K13",7,1497369575,5
"429","T3","Kup","K13",8,1497369575,5
"477","T3","Kup","K13",9,1497369575,11
"525","T3","Kup","K13",10,1497369575,203
"1369","T3","Kup","K13",33,1497369575,0
"46","T3","Kup","K14",0,1497369595,0
"94","T3","Kup","K14",1,1497369595,3
"142","T3","Kup","K14",2,1497369595,1
"190","T3","Kup","K14",3,1497369595,3
"238","T3","Kup","K14",4,1497369595,8
"286","T3","Kup","K14",5,1497369595,2
"334","T3","Kup","K14",6,1497369595,4
"382","T3","Kup","K14",7,1497369595,2
"430","T3","Kup","K14",8,1497369595,11
"478","T3","Kup","K14",9,1497369595,42
"526","T3","Kup","K14",10,1497369595,261
"571","T3","Kup","K14",12,1497369595,0
"47","T3","Kup","K15",0,1497369584,0
"95","T3","Kup","K15",1,1497369584,0
"143","T3","Kup","K15",2,1497369584,3
"191","T3","Kup","K15",3,1497369584,8
"239","T3","Kup","K15",4,1497369584,14
"287","T3","Kup","K15",5,1497369584,5
"335","T3","Kup","K15",6,1497369584,5
"383","T3","Kup","K15",7,1497369584,4
"431","T3","Kup","K15",8,1497369584,12
"479","T3","Kup","K15",9,1497369584,40
"527","T3","Kup","K15",10,1497369584,147
"572","T3","Kup","K15",12,1497369584,62
"48","T3","Kup","K16",0,1497369560,0
"96","T3","Kup","K16",1,1497369560,4
"144","T3","Kup","K16",2,1497369560,2
"192","T3","Kup","K16",3,1497369560,1
"240","T3","Kup","K16",4,1497369560,17
"288","T3","Kup","K16",5,1497369560,8
"336","T3","Kup","K16",6,1497369560,0
"384","T3","Kup","K16",7,1497369560,8
"432","T3","Kup","K16",8,1497369560,5
"480","T3","Kup","K16",9,1497369560,16
"528","T3","Kup","K16",10,1497369560,173
"573","T3","Kup","K16",12,1497369560,36
"611","T3","Kup","K16",13,1497369560,1
"649","T3","Kup","K16",14,1497369560,0
"687","T3","Kup","K16",15,1497369560,0
"725","T3","Kup","K16",16,1497369560,0
"763","T3","Kup","K16",17,1497369560,0
"801","T3","Kup","K16",18,1497369560,1
"839","T3","Kup","K16",18,1497369560,0
"877","T3","Kup","K16",20,1497369560,3
"915","T3","Kup","K16",21,1497369560,0
"953","T3","Kup","K16",22,1497369560,1
"991","T3","Kup","K16",23,1497369560,0
"1029","T3","Kup","K16",24,1497369560,3
"1067","T3","Kup","K16",25,1497369560,2
"1105","T3","Kup","K16",26,1497369560,0
"1142","T3","Kup","K16",27,1497369560,0
"1180","T3","Kup","K16",28,1497369560,0
"1218","T3","Kup","K16",29,1497369560,1
"1256","T3","Kup","K16",30,1497369560,0
"1294","T3","Kup","K16",31,1497369560,1
"1407","T3","Kup","K16",34,1497369560,0
"1445","T3","Kup","K16",35,1497369560,5
"1475","T3","Kup","K16",36,1497369560,5
"1513","T3","Kup","K16",37,1497369560,1
"1551","T3","Kup","K16",38,1497369560,3
"1589","T3","Kup","K16",39,1497369560,0
"1627","T3","Kup","K16",40,1497369560,0
"1636","T3","Oks 3","O1",2,1497491960,6
"1650","T3","Oks 3","O1",3,1497491960,13
"1664","T3","Oks 3","O1",4,1497491960,14
"1678","T3","Oks 3","O1",5,1497491960,8
"1692","T3","Oks 3","O1",6,1497491960,3
"1706","T3","Oks 3","O1",7,1497491960,5
"1720","T3","Oks 3","O1",8,1497491960,3
"1734","T3","Oks 3","O1",9,1497491960,4
"1748","T3","Oks 3","O1",11,1497491960,210
"1762","T3","Oks 3","O1",12,1497491960,1
"1775","T3","Oks 3","O1",13,1497491960,1
"1788","T3","Oks 3","O1",14,1497491960,0
"1801","T3","Oks 3","O1",15,1497491960,0
"1814","T3","Oks 3","O1",16,1497491960,0
"1827","T3","Oks 3","O1",17,1497491960,0
"1840","T3","Oks 3","O1",18,1497491960,6
"1853","T3","Oks 3","O1",19,1497491960,4
"1866","T3","Oks 3","O1",20,1497491960,2
"1878","T3","Oks 3","O1",21,1497491960,4
"1891","T3","Oks 3","O1",22,1497491960,0
"1904","T3","Oks 3","O1",23,1497491960,0
"1916","T3","Oks 3","O1",24,1497491960,1
"1929","T3","Oks 3","O1",25,1497491960,3
"1942","T3","Oks 3","O1",26,1497491960,2
"1955","T3","Oks 3","O1",27,1497491960,2
"1968","T3","Oks 3","O1",28,1497491960,5
"1981","T3","Oks 3","O1",29,1497491960,2
"1994","T3","Oks 3","O1",30,1497491960,0
"2007","T3","Oks 3","O1",31,1497491960,NA
"2020","T3","Oks 3","O1",32,1497491960,0
"2033","T3","Oks 3","O1",33,1497491960,1
"2046","T3","Oks 3","O1",34,1497491960,0
"2059","T3","Oks 3","O1",35,1497491960,0
"2072","T3","Oks 3","O1",36,1497491960,1
"2085","T3","Oks 3","O1",37,1497491960,2
"2098","T3","Oks 3","O1",38,1497491960,1
"2111","T3","Oks 3","O1",39,1497491960,0
"2124","T3","Oks 3","O1",40,1497491960,0
"2137","T3","Oks 3","O1",41,1497491960,0
"1637","T3","Oks 3","O2",2,1497491944,0
"1651","T3","Oks 3","O2",3,1497491944,14
"1665","T3","Oks 3","O2",4,1497491944,13
"1679","T3","Oks 3","O2",5,1497491944,9
"1693","T3","Oks 3","O2",6,1497491944,4
"1707","T3","Oks 3","O2",7,1497491944,18
"1721","T3","Oks 3","O2",8,1497491944,3
"1735","T3","Oks 3","O2",9,1497491944,3
"1749","T3","Oks 3","O2",11,1497491944,27
"1763","T3","Oks 3","O2",12,1497491944,1
"1776","T3","Oks 3","O2",13,1497491944,3
"1789","T3","Oks 3","O2",14,1497491944,0
"1802","T3","Oks 3","O2",15,1497491944,0
"1815","T3","Oks 3","O2",16,1497491944,3
"1828","T3","Oks 3","O2",17,1497491944,2
"1841","T3","Oks 3","O2",18,1497491944,5
"1854","T3","Oks 3","O2",19,1497491944,15
"1867","T3","Oks 3","O2",20,1497491944,1
"1879","T3","Oks 3","O2",21,1497491944,3
"1892","T3","Oks 3","O2",22,1497491944,6
"1905","T3","Oks 3","O2",23,1497491944,12
"1917","T3","Oks 3","O2",24,1497491944,4
"1930","T3","Oks 3","O2",25,1497491944,10
"1943","T3","Oks 3","O2",26,1497491944,15
"1956","T3","Oks 3","O2",27,1497491944,2
"1969","T3","Oks 3","O2",28,1497491944,18
"1982","T3","Oks 3","O2",29,1497491944,4
"1995","T3","Oks 3","O2",30,1497491944,0
"2008","T3","Oks 3","O2",31,1497491944,NA
"2021","T3","Oks 3","O2",32,1497491944,2
"2034","T3","Oks 3","O2",33,1497491944,1
"2047","T3","Oks 3","O2",34,1497491944,1
"2060","T3","Oks 3","O2",35,1497491944,2
"2073","T3","Oks 3","O2",36,1497491944,1
"2086","T3","Oks 3","O2",37,1497491944,3
"2099","T3","Oks 3","O2",38,1497491944,5
"2112","T3","Oks 3","O2",39,1497491944,1
"2125","T3","Oks 3","O2",40,1497491944,0
"2138","T3","Oks 3","O2",41,1497491944,2
"1638","T3","Oks 3","O4",2,1497491991,3
"1652","T3","Oks 3","O4",3,1497491991,62
"1666","T3","Oks 3","O4",4,1497491991,59
"1680","T3","Oks 3","O4",5,1497491991,26
"1694","T3","Oks 3","O4",6,1497491991,18
"1708","T3","Oks 3","O4",7,1497491991,12
"1722","T3","Oks 3","O4",8,1497491991,10
"1736","T3","Oks 3","O4",9,1497491991,11
"1750","T3","Oks 3","O4",11,1497491991,133
"1639","T3","Oks 3","O6",2,1497491963,0
"1653","T3","Oks 3","O6",3,1497491963,0
"1667","T3","Oks 3","O6",4,1497491963,3
"1681","T3","Oks 3","O6",5,1497491963,17
"1695","T3","Oks 3","O6",6,1497491963,19
"1709","T3","Oks 3","O6",7,1497491963,130
"1723","T3","Oks 3","O6",8,1497491963,3
"1737","T3","Oks 3","O6",9,1497491963,0
"1751","T3","Oks 3","O6",11,1497491963,2
"1764","T3","Oks 3","O6",12,1497491963,6
"1777","T3","Oks 3","O6",13,1497491963,0
"1790","T3","Oks 3","O6",14,1497491963,0
"1803","T3","Oks 3","O6",15,1497491963,0
"1816","T3","Oks 3","O6",16,1497491963,0
"1829","T3","Oks 3","O6",17,1497491963,0
"1842","T3","Oks 3","O6",18,1497491963,0
"1855","T3","Oks 3","O6",19,1497491963,3
"1868","T3","Oks 3","O6",20,1497491963,0
"1880","T3","Oks 3","O6",21,1497491963,1
"1893","T3","Oks 3","O6",22,1497491963,3
"1918","T3","Oks 3","O6",24,1497491963,4
"1931","T3","Oks 3","O6",25,1497491963,3
"1944","T3","Oks 3","O6",26,1497491963,4
"1957","T3","Oks 3","O6",27,1497491963,6
"1970","T3","Oks 3","O6",28,1497491963,4
"1983","T3","Oks 3","O6",29,1497491963,4
"1996","T3","Oks 3","O6",30,1497491963,1
"2009","T3","Oks 3","O6",31,1497491963,8
"2022","T3","Oks 3","O6",32,1497491963,4
"2035","T3","Oks 3","O6",33,1497491963,8
"2048","T3","Oks 3","O6",34,1497491963,1
"2061","T3","Oks 3","O6",35,1497491963,3
"2074","T3","Oks 3","O6",36,1497491963,0
"2087","T3","Oks 3","O6",37,1497491963,3
"2100","T3","Oks 3","O6",38,1497491963,2
"2113","T3","Oks 3","O6",39,1497491963,2
"2126","T3","Oks 3","O6",40,1497491963,0
"2139","T3","Oks 3","O6",41,1497491963,0
