TreatmentTemp.C,TreatmentTank,Aquarium,Chamber.num,Location,Family,ID,Fertilization.Date,Date,days.post.fert,Initial.num.indiv.calc.,num.remaining..calc.
8,T1,A2,8,Kup,K08,T1-A2-K08,6/13/17,6/23/17,10,342,332
8,T1,A3,9,Kup,K09,T1-A3-K09,6/13/17,6/23/17,10,342,331
8,T1,A3,10,Kup,K10,T1-A3-K10,6/13/17,6/23/17,10,328,318
8,T1,A3,11,Kup,K11,T1-A3-K11,6/13/17,6/23/17,10,337,326
8,T1,A3,12,Kup,K12,T1-A3-K12,6/13/17,6/23/17,10,332,321
8,T1,A4,13,Kup,K13,T1-A4-K13,6/13/17,6/23/17,10,329,319
8,T1,A4,14,Kup,K14,T1-A4-K14,6/13/17,6/23/17,10,334,323
8,T1,A4,15,Kup,K15,T1-A4-K15,6/13/17,6/23/17,10,345,335
8,T1,A4,16,Kup,K16,T1-A4-K16,6/13/17,6/23/17,10,336,326
12,T2,A1,1,Kup,K01,T2-A1-K01,6/13/17,6/23/17,10,329,317
12,T2,A1,2,Kup,K02,T2-A1-K02,6/13/17,6/23/17,10,322,306
12,T2,A1,3,Kup,K03,T2-A1-K03,6/13/17,6/23/17,10,335,325
12,T2,A1,4,Kup,K04,T2-A1-K04,6/13/17,6/23/17,10,319,308
12,T2,A2,5,Kup,K05,T2-A2-K05,6/13/17,6/23/17,10,306,296
12,T2,A2,6,Kup,K06,T2-A2-K06,6/13/17,6/23/17,10,109,101
12,T2,A2,7,Kup,K07,T2-A2-K07,6/13/17,6/23/17,10,335,325
12,T2,A2,8,Kup,K08,T2-A2-K08,6/13/17,6/23/17,10,335,325
12,T2,A3,9,Kup,K09,T2-A3-K09,6/13/17,6/23/17,10,340,330
12,T2,A3,10,Kup,K10,T2-A3-K10,6/13/17,6/23/17,10,320,309
12,T2,A3,11,Kup,K11,T2-A3-K11,6/13/17,6/23/17,10,335,324
12,T2,A3,12,Kup,K12,T2-A3-K12,6/13/17,6/23/17,10,341,331
12,T2,A4,13,Kup,K13,T2-A4-K13,6/13/17,6/23/17,10,317,299
12,T2,A4,14,Kup,K14,T2-A4-K14,6/13/17,6/23/17,10,338,327
12,T2,A4,15,Kup,K15,T2-A4-K15,6/13/17,6/23/17,10,333,322
12,T2,A4,16,Kup,K16,T2-A4-K16,6/13/17,6/23/17,10,314,300
16,T3,A1,1,Kup,K01,T3-A1-K01,6/13/17,6/23/17,10,164,123
16,T3,A1,2,Kup,K02,T3-A1-K02,6/13/17,6/23/17,10,237,220
16,T3,A1,3,Kup,K03,T3-A1-K03,6/13/17,6/23/17,10,320,253
16,T3,A1,4,Kup,K04,T3-A1-K04,6/13/17,6/23/17,10,252,243
16,T3,A2,5,Kup,K05,T3-A2-K05,6/13/17,6/23/17,10,258,246
16,T3,A2,6,Kup,K06,T3-A2-K06,6/13/17,6/23/17,10,37,31
16,T3,A2,7,Kup,K07,T3-A2-K07,6/13/17,6/23/17,10,292,279
16,T3,A2,8,Kup,K08,T3-A2-K08,6/13/17,6/23/17,10,281,262
16,T3,A3,9,Kup,K09,T3-A3-K09,6/13/17,6/23/17,10,288,204
16,T3,A3,10,Kup,K10,T3-A3-K10,6/13/17,6/23/17,10,37,13
16,T3,A3,11,Kup,K11,T3-A3-K11,6/13/17,6/23/17,10,296,172
16,T3,A3,12,Kup,K12,T3-A3-K12,6/13/17,6/23/17,10,270,-5
16,T3,A4,13,Kup,K13,T3-A4-K13,6/13/17,6/23/17,10,210,-13
16,T3,A4,14,Kup,K14,T3-A4-K14,6/13/17,6/23/17,10,269,8
16,T3,A4,15,Kup,K15,T3-A4-K15,6/13/17,6/23/17,10,253,98
16,T3,A4,16,Kup,K16,T3-A4-K16,6/13/17,6/23/17,10,284,91
8,T1,A1,1,Kup,K01,T1-A1-K01,6/13/17,6/25/17,12,322,320
8,T1,A1,2,Kup,K02,T1-A1-K02,6/13/17,6/25/17,12,318,316
8,T1,A1,3,Kup,K03,T1-A1-K03,6/13/17,6/25/17,12,330,329
8,T1,A1,4,Kup,K04,T1-A1-K04,6/13/17,6/25/17,12,323,321
8,T1,A2,5,Kup,K05,T1-A2-K05,6/13/17,6/25/17,12,331,326
8,T1,A2,6,Kup,K06,T1-A2-K06,6/13/17,6/25/17,12,57,57
8,T1,A2,7,Kup,K07,T1-A2-K07,6/13/17,6/25/17,12,331,329
8,T1,A2,8,Kup,K08,T1-A2-K08,6/13/17,6/25/17,12,332,332
8,T1,A3,9,Kup,K09,T1-A3-K09,6/13/17,6/25/17,12,331,331
8,T1,A3,10,Kup,K10,T1-A3-K10,6/13/17,6/25/17,12,318,315
8,T1,A3,11,Kup,K11,T1-A3-K11,6/13/17,6/25/17,12,326,325
8,T1,A3,12,Kup,K12,T1-A3-K12,6/13/17,6/25/17,12,321,321
8,T1,A4,13,Kup,K13,T1-A4-K13,6/13/17,6/25/17,12,319,319
8,T1,A4,14,Kup,K14,T1-A4-K14,6/13/17,6/25/17,12,323,319
8,T1,A4,15,Kup,K15,T1-A4-K15,6/13/17,6/25/17,12,335,335
8,T1,A4,16,Kup,K16,T1-A4-K16,6/13/17,6/25/17,12,326,326
8,T1,A1,1,Oks 3,O1,T1-A1-O1,6/14/17,6/25/17,11,306,294
8,T1,A1,2,Oks 3,O2,T1-A1-O2,6/14/17,6/25/17,11,289,278
8,T1,A1,4,Oks 3,O4,T1-A1-O4,6/14/17,6/25/17,11,236,228
8,T1,A2,5,Oks 3,O5,T1-A2-O5,6/14/17,6/25/17,11,91,88
8,T1,A2,6,Oks 3,O6,T1-A2-O6,6/14/17,6/25/17,11,235,235
12,T2,A1,1,Kup,K01,T2-A1-K01,6/13/17,6/25/17,12,317,243
12,T2,A1,2,Kup,K02,T2-A1-K02,6/13/17,6/25/17,12,306,278
12,T2,A1,3,Kup,K03,T2-A1-K03,6/13/17,6/25/17,12,325,311
12,T2,A1,4,Kup,K04,T2-A1-K04,6/13/17,6/25/17,12,308,298
12,T2,A2,5,Kup,K05,T2-A2-K05,6/13/17,6/25/17,12,296,264
12,T2,A2,6,Kup,K06,T2-A2-K06,6/13/17,6/25/17,12,101,77
12,T2,A2,7,Kup,K07,T2-A2-K07,6/13/17,6/25/17,12,325,321
12,T2,A2,8,Kup,K08,T2-A2-K08,6/13/17,6/25/17,12,325,317
12,T2,A3,9,Kup,K09,T2-A3-K09,6/13/17,6/25/17,12,330,316
12,T2,A3,10,Kup,K10,T2-A3-K10,6/13/17,6/25/17,12,309,300
12,T2,A3,11,Kup,K11,T2-A3-K11,6/13/17,6/25/17,12,324,320
12,T2,A3,12,Kup,K12,T2-A3-K12,6/13/17,6/25/17,12,331,330
12,T2,A4,13,Kup,K13,T2-A4-K13,6/13/17,6/25/17,12,299,285
12,T2,A4,14,Kup,K14,T2-A4-K14,6/13/17,6/25/17,12,327,322
12,T2,A4,15,Kup,K15,T2-A4-K15,6/13/17,6/25/17,12,322,305
12,T2,A4,16,Kup,K16,T2-A4-K16,6/13/17,6/25/17,12,300,283
12,T2,A1,1,Oks 3,O1,T2-A1-O1,6/14/17,6/25/17,11,307,303
12,T2,A1,2,Oks 3,O2,T2-A1-O2,6/14/17,6/25/17,11,304,302
12,T2,A1,4,Oks 3,O4,T2-A1-O4,6/14/17,6/25/17,11,248,243
12,T2,A2,5,Oks 3,O5,T2-A2-O5,6/14/17,6/25/17,11,61,60
12,T2,A2,6,Oks 3,O6,T2-A2-O6,6/14/17,6/25/17,11,312,311
16,T3,A1,1,Kup,K01,T3-A1-K01,6/13/17,6/25/17,12,123,0
16,T3,A1,2,Kup,K02,T3-A1-K02,6/13/17,6/25/17,12,220,39
16,T3,A1,3,Kup,K03,T3-A1-K03,6/13/17,6/25/17,12,253,39
16,T3,A1,4,Kup,K04,T3-A1-K04,6/13/17,6/25/17,12,243,207
16,T3,A2,5,Kup,K05,T3-A2-K05,6/13/17,6/25/17,12,246,227
16,T3,A2,6,Kup,K06,T3-A2-K06,6/13/17,6/25/17,12,31,24
16,T3,A2,7,Kup,K07,T3-A2-K07,6/13/17,6/25/17,12,279,255
16,T3,A2,8,Kup,K08,T3-A2-K08,6/13/17,6/25/17,12,262,110
16,T3,A3,9,Kup,K09,T3-A3-K09,6/13/17,6/25/17,12,204,17
16,T3,A3,11,Kup,K11,T3-A3-K11,6/13/17,6/25/17,12,172,35
16,T3,A4,14,Kup,K14,T3-A4-K14,6/13/17,6/25/17,12,8,8
16,T3,A4,15,Kup,K15,T3-A4-K15,6/13/17,6/25/17,12,98,34
16,T3,A4,16,Kup,K16,T3-A4-K16,6/13/17,6/25/17,12,91,45
16,T3,A1,1,Oks 3,O1,T3-A1-O1,6/14/17,6/25/17,11,269,55
16,T3,A1,2,Oks 3,O2,T3-A1-O2,6/14/17,6/25/17,11,275,238
16,T3,A1,4,Oks 3,O4,T3-A1-O4,6/14/17,6/25/17,11,139,6
16,T3,A2,6,Oks 3,O6,T3-A2-O6,6/14/17,6/25/17,11,113,101
8,T1,A1,1,Kup,K01,T1-A1-K01,6/13/17,6/26/17,13,320,320
8,T1,A1,2,Kup,K02,T1-A1-K02,6/13/17,6/26/17,13,316,316
8,T1,A1,3,Kup,K03,T1-A1-K03,6/13/17,6/26/17,13,329,329
8,T1,A1,4,Kup,K04,T1-A1-K04,6/13/17,6/26/17,13,321,321
8,T1,A2,5,Kup,K05,T1-A2-K05,6/13/17,6/26/17,13,326,322
8,T1,A2,6,Kup,K06,T1-A2-K06,6/13/17,6/26/17,13,57,57
8,T1,A2,7,Kup,K07,T1-A2-K07,6/13/17,6/26/17,13,329,327
8,T1,A2,8,Kup,K08,T1-A2-K08,6/13/17,6/26/17,13,332,331
8,T1,A3,9,Kup,K09,T1-A3-K09,6/13/17,6/26/17,13,331,330
8,T1,A3,10,Kup,K10,T1-A3-K10,6/13/17,6/26/17,13,315,314
8,T1,A3,11,Kup,K11,T1-A3-K11,6/13/17,6/26/17,13,325,323
8,T1,A3,12,Kup,K12,T1-A3-K12,6/13/17,6/26/17,13,321,321
8,T1,A4,13,Kup,K13,T1-A4-K13,6/13/17,6/26/17,13,319,319
8,T1,A4,14,Kup,K14,T1-A4-K14,6/13/17,6/26/17,13,319,319
8,T1,A4,15,Kup,K15,T1-A4-K15,6/13/17,6/26/17,13,335,334
8,T1,A4,16,Kup,K16,T1-A4-K16,6/13/17,6/26/17,13,326,326
8,T1,A1,1,Oks 3,O1,T1-A1-O1,6/14/17,6/26/17,12,294,291
8,T1,A1,2,Oks 3,O2,T1-A1-O2,6/14/17,6/26/17,12,278,274
8,T1,A1,4,Oks 3,O4,T1-A1-O4,6/14/17,6/26/17,12,228,224
8,T1,A2,5,Oks 3,O5,T1-A2-O5,6/14/17,6/26/17,12,88,87
8,T1,A2,6,Oks 3,O6,T1-A2-O6,6/14/17,6/26/17,12,235,234
12,T2,A1,1,Kup,K01,T2-A1-K01,6/13/17,6/26/17,13,243,208
12,T2,A1,2,Kup,K02,T2-A1-K02,6/13/17,6/26/17,13,278,271
12,T2,A1,3,Kup,K03,T2-A1-K03,6/13/17,6/26/17,13,311,311
12,T2,A1,4,Kup,K04,T2-A1-K04,6/13/17,6/26/17,13,298,269
12,T2,A2,5,Kup,K05,T2-A2-K05,6/13/17,6/26/17,13,264,216
12,T2,A2,6,Kup,K06,T2-A2-K06,6/13/17,6/26/17,13,77,72
12,T2,A2,7,Kup,K07,T2-A2-K07,6/13/17,6/26/17,13,321,289
12,T2,A2,8,Kup,K08,T2-A2-K08,6/13/17,6/26/17,13,317,296
12,T2,A3,9,Kup,K09,T2-A3-K09,6/13/17,6/26/17,13,316,301
12,T2,A3,10,Kup,K10,T2-A3-K10,6/13/17,6/26/17,13,300,276
12,T2,A3,11,Kup,K11,T2-A3-K11,6/13/17,6/26/17,13,320,310
12,T2,A3,12,Kup,K12,T2-A3-K12,6/13/17,6/26/17,13,330,330
12,T2,A4,13,Kup,K13,T2-A4-K13,6/13/17,6/26/17,13,285,273
12,T2,A4,14,Kup,K14,T2-A4-K14,6/13/17,6/26/17,13,322,312
12,T2,A4,15,Kup,K15,T2-A4-K15,6/13/17,6/26/17,13,305,289
12,T2,A4,16,Kup,K16,T2-A4-K16,6/13/17,6/26/17,13,283,271
12,T2,A1,1,Oks 3,O1,T2-A1-O1,6/14/17,6/26/17,12,303,281
12,T2,A1,2,Oks 3,O2,T2-A1-O2,6/14/17,6/26/17,12,302,269
12,T2,A1,4,Oks 3,O4,T2-A1-O4,6/14/17,6/26/17,12,243,194
12,T2,A2,5,Oks 3,O5,T2-A2-O5,6/14/17,6/26/17,12,60,58
12,T2,A2,6,Oks 3,O6,T2-A2-O6,6/14/17,6/26/17,12,311,309
16,T3,A1,2,Kup,K02,T3-A1-K02,6/13/17,6/26/17,13,39,39
16,T3,A1,4,Kup,K04,T3-A1-K04,6/13/17,6/26/17,13,207,205
16,T3,A2,5,Kup,K05,T3-A2-K05,6/13/17,6/26/17,13,227,227
16,T3,A2,7,Kup,K07,T3-A2-K07,6/13/17,6/26/17,13,255,253
16,T3,A2,8,Kup,K08,T3-A2-K08,6/13/17,6/26/17,13,110,108
16,T3,A4,16,Kup,K16,T3-A4-K16,6/13/17,6/26/17,13,45,44
16,T3,A1,1,Oks 3,O1,T3-A1-O1,6/14/17,6/26/17,12,55,38
16,T3,A1,2,Oks 3,O2,T3-A1-O2,6/14/17,6/26/17,12,238,227
16,T3,A2,6,Oks 3,O6,T3-A2-O6,6/14/17,6/26/17,12,101,95
8,T1,A1,1,Kup,K01,T1-A1-K01,6/13/17,6/27/17,14,320,318
8,T1,A1,2,Kup,K02,T1-A1-K02,6/13/17,6/27/17,14,316,313
8,T1,A1,3,Kup,K03,T1-A1-K03,6/13/17,6/27/17,14,329,329
8,T1,A1,4,Kup,K04,T1-A1-K04,6/13/17,6/27/17,14,321,321
8,T1,A2,5,Kup,K05,T1-A2-K05,6/13/17,6/27/17,14,322,319
8,T1,A2,6,Kup,K06,T1-A2-K06,6/13/17,6/27/17,14,57,51
8,T1,A2,7,Kup,K07,T1-A2-K07,6/13/17,6/27/17,14,327,327
8,T1,A2,8,Kup,K08,T1-A2-K08,6/13/17,6/27/17,14,331,330
8,T1,A3,9,Kup,K09,T1-A3-K09,6/13/17,6/27/17,14,330,330
8,T1,A3,10,Kup,K10,T1-A3-K10,6/13/17,6/27/17,14,314,314
8,T1,A3,11,Kup,K11,T1-A3-K11,6/13/17,6/27/17,14,323,323
8,T1,A3,12,Kup,K12,T1-A3-K12,6/13/17,6/27/17,14,321,321
8,T1,A4,13,Kup,K13,T1-A4-K13,6/13/17,6/27/17,14,319,317
8,T1,A4,14,Kup,K14,T1-A4-K14,6/13/17,6/27/17,14,319,319
8,T1,A4,15,Kup,K15,T1-A4-K15,6/13/17,6/27/17,14,334,333
8,T1,A4,16,Kup,K16,T1-A4-K16,6/13/17,6/27/17,14,326,326
8,T1,A1,1,Oks 3,O1,T1-A1-O1,6/14/17,6/27/17,13,291,289
8,T1,A1,2,Oks 3,O2,T1-A1-O2,6/14/17,6/27/17,13,274,271
8,T1,A1,4,Oks 3,O4,T1-A1-O4,6/14/17,6/27/17,13,224,222
8,T1,A2,5,Oks 3,O5,T1-A2-O5,6/14/17,6/27/17,13,87,84
8,T1,A2,6,Oks 3,O6,T1-A2-O6,6/14/17,6/27/17,13,234,234
12,T2,A1,1,Kup,K01,T2-A1-K01,6/13/17,6/27/17,14,208,198
12,T2,A1,2,Kup,K02,T2-A1-K02,6/13/17,6/27/17,14,271,267
12,T2,A1,3,Kup,K03,T2-A1-K03,6/13/17,6/27/17,14,311,305
12,T2,A1,4,Kup,K04,T2-A1-K04,6/13/17,6/27/17,14,269,261
12,T2,A2,5,Kup,K05,T2-A2-K05,6/13/17,6/27/17,14,216,214
12,T2,A2,6,Kup,K06,T2-A2-K06,6/13/17,6/27/17,14,72,55
12,T2,A2,7,Kup,K07,T2-A2-K07,6/13/17,6/27/17,14,289,287
12,T2,A2,8,Kup,K08,T2-A2-K08,6/13/17,6/27/17,14,296,295
12,T2,A3,9,Kup,K09,T2-A3-K09,6/13/17,6/27/17,14,301,299
12,T2,A3,10,Kup,K10,T2-A3-K10,6/13/17,6/27/17,14,276,256
12,T2,A3,11,Kup,K11,T2-A3-K11,6/13/17,6/27/17,14,310,307
12,T2,A3,12,Kup,K12,T2-A3-K12,6/13/17,6/27/17,14,330,319
12,T2,A4,13,Kup,K13,T2-A4-K13,6/13/17,6/27/17,14,273,271
12,T2,A4,14,Kup,K14,T2-A4-K14,6/13/17,6/27/17,14,312,311
12,T2,A4,15,Kup,K15,T2-A4-K15,6/13/17,6/27/17,14,289,286
12,T2,A4,16,Kup,K16,T2-A4-K16,6/13/17,6/27/17,14,271,266
12,T2,A1,1,Oks 3,O1,T2-A1-O1,6/14/17,6/27/17,13,281,264
12,T2,A1,2,Oks 3,O2,T2-A1-O2,6/14/17,6/27/17,13,269,267
12,T2,A1,4,Oks 3,O4,T2-A1-O4,6/14/17,6/27/17,13,194,169
12,T2,A2,5,Oks 3,O5,T2-A2-O5,6/14/17,6/27/17,13,58,54
12,T2,A2,6,Oks 3,O6,T2-A2-O6,6/14/17,6/27/17,13,309,303
16,T3,A1,2,Kup,K02,T3-A1-K02,6/13/17,6/27/17,14,39,38
16,T3,A1,4,Kup,K04,T3-A1-K04,6/13/17,6/27/17,14,205,203
16,T3,A2,5,Kup,K05,T3-A2-K05,6/13/17,6/27/17,14,227,227
16,T3,A2,7,Kup,K07,T3-A2-K07,6/13/17,6/27/17,14,253,252
16,T3,A2,8,Kup,K08,T3-A2-K08,6/13/17,6/27/17,14,108,107
16,T3,A4,16,Kup,K16,T3-A4-K16,6/13/17,6/27/17,14,44,44
16,T3,A1,1,Oks 3,O1,T3-A1-O1,6/14/17,6/27/17,13,38,37
16,T3,A1,2,Oks 3,O2,T3-A1-O2,6/14/17,6/27/17,13,227,224
16,T3,A2,6,Oks 3,O6,T3-A2-O6,6/14/17,6/27/17,13,95,95
8,T1,A1,1,Kup,K01,T1-A1-K01,6/13/17,6/28/17,15,318,297
8,T1,A1,2,Kup,K02,T1-A1-K02,6/13/17,6/28/17,15,313,300
8,T1,A1,3,Kup,K03,T1-A1-K03,6/13/17,6/28/17,15,329,319
8,T1,A1,4,Kup,K04,T1-A1-K04,6/13/17,6/28/17,15,321,311
8,T1,A2,5,Kup,K05,T1-A2-K05,6/13/17,6/28/17,15,319,308
8,T1,A2,6,Kup,K06,T1-A2-K06,6/13/17,6/28/17,15,51,46
8,T1,A2,7,Kup,K07,T1-A2-K07,6/13/17,6/28/17,15,327,317
8,T1,A2,8,Kup,K08,T1-A2-K08,6/13/17,6/28/17,15,330,320
8,T1,A3,9,Kup,K09,T1-A3-K09,6/13/17,6/28/17,15,330,319
8,T1,A3,10,Kup,K10,T1-A3-K10,6/13/17,6/28/17,15,314,304
8,T1,A3,11,Kup,K11,T1-A3-K11,6/13/17,6/28/17,15,323,313
8,T1,A3,12,Kup,K12,T1-A3-K12,6/13/17,6/28/17,15,321,312
8,T1,A4,13,Kup,K13,T1-A4-K13,6/13/17,6/28/17,15,317,306
8,T1,A4,14,Kup,K14,T1-A4-K14,6/13/17,6/28/17,15,319,309
8,T1,A4,15,Kup,K15,T1-A4-K15,6/13/17,6/28/17,15,333,323
8,T1,A4,16,Kup,K16,T1-A4-K16,6/13/17,6/28/17,15,326,316
8,T1,A1,1,Oks 3,O1,T1-A1-O1,6/14/17,6/28/17,14,289,289
8,T1,A1,2,Oks 3,O2,T1-A1-O2,6/14/17,6/28/17,14,271,270
8,T1,A1,4,Oks 3,O4,T1-A1-O4,6/14/17,6/28/17,14,222,220
8,T1,A2,5,Oks 3,O5,T1-A2-O5,6/14/17,6/28/17,14,84,79
8,T1,A2,6,Oks 3,O6,T1-A2-O6,6/14/17,6/28/17,14,234,224
12,T2,A1,1,Kup,K01,T2-A1-K01,6/13/17,6/28/17,15,198,186
12,T2,A1,2,Kup,K02,T2-A1-K02,6/13/17,6/28/17,15,267,244
12,T2,A1,3,Kup,K03,T2-A1-K03,6/13/17,6/28/17,15,305,293
12,T2,A1,4,Kup,K04,T2-A1-K04,6/13/17,6/28/17,15,261,251
12,T2,A2,5,Kup,K05,T2-A2-K05,6/13/17,6/28/17,15,214,200
12,T2,A2,6,Kup,K06,T2-A2-K06,6/13/17,6/28/17,15,55,55
12,T2,A2,7,Kup,K07,T2-A2-K07,6/13/17,6/28/17,15,287,271
12,T2,A2,8,Kup,K08,T2-A2-K08,6/13/17,6/28/17,15,295,285
12,T2,A3,9,Kup,K09,T2-A3-K09,6/13/17,6/28/17,15,299,289
12,T2,A3,10,Kup,K10,T2-A3-K10,6/13/17,6/28/17,15,256,243
12,T2,A3,11,Kup,K11,T2-A3-K11,6/13/17,6/28/17,15,307,297
12,T2,A3,12,Kup,K12,T2-A3-K12,6/13/17,6/28/17,15,319,308
12,T2,A4,13,Kup,K13,T2-A4-K13,6/13/17,6/28/17,15,271,257
12,T2,A4,14,Kup,K14,T2-A4-K14,6/13/17,6/28/17,15,311,297
12,T2,A4,15,Kup,K15,T2-A4-K15,6/13/17,6/28/17,15,286,275
12,T2,A4,16,Kup,K16,T2-A4-K16,6/13/17,6/28/17,15,266,256
12,T2,A1,1,Oks 3,O1,T2-A1-O1,6/14/17,6/28/17,14,264,250
12,T2,A1,2,Oks 3,O2,T2-A1-O2,6/14/17,6/28/17,14,267,257
12,T2,A1,4,Oks 3,O4,T2-A1-O4,6/14/17,6/28/17,14,169,157
12,T2,A2,5,Oks 3,O5,T2-A2-O5,6/14/17,6/28/17,14,54,4
12,T2,A2,6,Oks 3,O6,T2-A2-O6,6/14/17,6/28/17,14,303,132
16,T3,A1,2,Kup,K02,T3-A1-K02,6/13/17,6/28/17,15,38,37
16,T3,A1,4,Kup,K04,T3-A1-K04,6/13/17,6/28/17,15,203,202
16,T3,A2,5,Kup,K05,T3-A2-K05,6/13/17,6/28/17,15,227,227
16,T3,A2,7,Kup,K07,T3-A2-K07,6/13/17,6/28/17,15,252,252
16,T3,A2,8,Kup,K08,T3-A2-K08,6/13/17,6/28/17,15,107,107
16,T3,A4,16,Kup,K16,T3-A4-K16,6/13/17,6/28/17,15,44,44
16,T3,A1,1,Oks 3,O1,T3-A1-O1,6/14/17,6/28/17,14,37,32
16,T3,A1,2,Oks 3,O2,T3-A1-O2,6/14/17,6/28/17,14,224,214
16,T3,A2,6,Oks 3,O6,T3-A2-O6,6/14/17,6/28/17,14,95,85
8,T1,A1,1,Kup,K01,T1-A1-K01,6/13/17,6/29/17,16,297,294
8,T1,A1,2,Kup,K02,T1-A1-K02,6/13/17,6/29/17,16,300,295
8,T1,A1,3,Kup,K03,T1-A1-K03,6/13/17,6/29/17,16,319,318
8,T1,A1,4,Kup,K04,T1-A1-K04,6/13/17,6/29/17,16,311,311
8,T1,A2,5,Kup,K05,T1-A2-K05,6/13/17,6/29/17,16,308,307
8,T1,A2,6,Kup,K06,T1-A2-K06,6/13/17,6/29/17,16,46,45
8,T1,A2,7,Kup,K07,T1-A2-K07,6/13/17,6/29/17,16,317,316
8,T1,A2,8,Kup,K08,T1-A2-K08,6/13/17,6/29/17,16,320,320
8,T1,A3,9,Kup,K09,T1-A3-K09,6/13/17,6/29/17,16,319,318
8,T1,A3,10,Kup,K10,T1-A3-K10,6/13/17,6/29/17,16,304,301
8,T1,A3,11,Kup,K11,T1-A3-K11,6/13/17,6/29/17,16,313,313
8,T1,A3,12,Kup,K12,T1-A3-K12,6/13/17,6/29/17,16,312,312
8,T1,A4,13,Kup,K13,T1-A4-K13,6/13/17,6/29/17,16,306,306
8,T1,A4,14,Kup,K14,T1-A4-K14,6/13/17,6/29/17,16,309,306
8,T1,A4,15,Kup,K15,T1-A4-K15,6/13/17,6/29/17,16,323,323
8,T1,A4,16,Kup,K16,T1-A4-K16,6/13/17,6/29/17,16,316,314
8,T1,A1,1,Oks 3,O1,T1-A1-O1,6/14/17,6/29/17,15,289,288
8,T1,A1,2,Oks 3,O2,T1-A1-O2,6/14/17,6/29/17,15,270,269
8,T1,A1,4,Oks 3,O4,T1-A1-O4,6/14/17,6/29/17,15,220,217
8,T1,A2,5,Oks 3,O5,T1-A2-O5,6/14/17,6/29/17,15,79,71
8,T1,A2,6,Oks 3,O6,T1-A2-O6,6/14/17,6/29/17,15,224,224
12,T2,A1,1,Kup,K01,T2-A1-K01,6/13/17,6/29/17,16,186,186
12,T2,A1,2,Kup,K02,T2-A1-K02,6/13/17,6/29/17,16,244,238
12,T2,A1,3,Kup,K03,T2-A1-K03,6/13/17,6/29/17,16,293,291
12,T2,A1,4,Kup,K04,T2-A1-K04,6/13/17,6/29/17,16,251,248
12,T2,A2,5,Kup,K05,T2-A2-K05,6/13/17,6/29/17,16,200,198
12,T2,A2,6,Kup,K06,T2-A2-K06,6/13/17,6/29/17,16,55,54
12,T2,A2,7,Kup,K07,T2-A2-K07,6/13/17,6/29/17,16,271,258
12,T2,A2,8,Kup,K08,T2-A2-K08,6/13/17,6/29/17,16,285,285
12,T2,A3,9,Kup,K09,T2-A3-K09,6/13/17,6/29/17,16,289,286
12,T2,A3,10,Kup,K10,T2-A3-K10,6/13/17,6/29/17,16,243,239
12,T2,A3,11,Kup,K11,T2-A3-K11,6/13/17,6/29/17,16,297,295
12,T2,A3,12,Kup,K12,T2-A3-K12,6/13/17,6/29/17,16,308,308
12,T2,A4,13,Kup,K13,T2-A4-K13,6/13/17,6/29/17,16,257,249
