TreatmentTemp.C,TreatmentTank,Aquarium,Chamber.num,Location,Family,ID,Fertilization.Date,Date,days.post.fert,Initial.num.indiv.calc.,num.remaining..calc.
12,T2,A4,14,Kup,K14,T2-A4-K14,6/13/17,6/29/17,16,297,297
12,T2,A4,15,Kup,K15,T2-A4-K15,6/13/17,6/29/17,16,275,275
12,T2,A4,16,Kup,K16,T2-A4-K16,6/13/17,6/29/17,16,256,252
12,T2,A1,1,Oks 3,O1,T2-A1-O1,6/14/17,6/29/17,15,250,249
12,T2,A1,2,Oks 3,O2,T2-A1-O2,6/14/17,6/29/17,15,257,257
12,T2,A1,4,Oks 3,O4,T2-A1-O4,6/14/17,6/29/17,15,157,132
12,T2,A2,5,Oks 3,O5,T2-A2-O5,6/14/17,6/29/17,15,4,4
12,T2,A2,6,Oks 3,O6,T2-A2-O6,6/14/17,6/29/17,15,132,131
16,T3,A1,2,Kup,K02,T3-A1-K02,6/13/17,6/29/17,16,37,37
16,T3,A1,4,Kup,K04,T3-A1-K04,6/13/17,6/29/17,16,202,198
16,T3,A2,5,Kup,K05,T3-A2-K05,6/13/17,6/29/17,16,227,226
16,T3,A2,7,Kup,K07,T3-A2-K07,6/13/17,6/29/17,16,252,244
16,T3,A2,8,Kup,K08,T3-A2-K08,6/13/17,6/29/17,16,107,107
16,T3,A4,16,Kup,K16,T3-A4-K16,6/13/17,6/29/17,16,44,44
16,T3,A1,1,Oks 3,O1,T3-A1-O1,6/14/17,6/29/17,15,32,32
16,T3,A1,2,Oks 3,O2,T3-A1-O2,6/14/17,6/29/17,15,214,214
16,T3,A2,6,Oks 3,O6,T3-A2-O6,6/14/17,6/29/17,15,85,85
8,T1,A1,1,Kup,K01,T1-A1-K01,6/13/17,6/30/17,17,294,288
8,T1,A1,2,Kup,K02,T1-A1-K02,6/13/17,6/30/17,17,295,288
8,T1,A1,3,Kup,K03,T1-A1-K03,6/13/17,6/30/17,17,318,318
8,T1,A1,4,Kup,K04,T1-A1-K04,6/13/17,6/30/17,17,311,307
8,T1,A2,5,Kup,K05,T1-A2-K05,6/13/17,6/30/17,17,307,307
8,T1,A2,6,Kup,K06,T1-A2-K06,6/13/17,6/30/17,17,45,44
8,T1,A2,7,Kup,K07,T1-A2-K07,6/13/17,6/30/17,17,316,315
8,T1,A2,8,Kup,K08,T1-A2-K08,6/13/17,6/30/17,17,320,320
8,T1,A3,9,Kup,K09,T1-A3-K09,6/13/17,6/30/17,17,318,318
8,T1,A3,10,Kup,K10,T1-A3-K10,6/13/17,6/30/17,17,301,297
8,T1,A3,11,Kup,K11,T1-A3-K11,6/13/17,6/30/17,17,313,313
8,T1,A3,12,Kup,K12,T1-A3-K12,6/13/17,6/30/17,17,312,312
8,T1,A4,13,Kup,K13,T1-A4-K13,6/13/17,6/30/17,17,306,305
8,T1,A4,14,Kup,K14,T1-A4-K14,6/13/17,6/30/17,17,306,305
8,T1,A4,15,Kup,K15,T1-A4-K15,6/13/17,6/30/17,17,323,322
8,T1,A4,16,Kup,K16,T1-A4-K16,6/13/17,6/30/17,17,314,313
8,T1,A1,1,Oks 3,O1,T1-A1-O1,6/14/17,6/30/17,16,288,287
8,T1,A1,2,Oks 3,O2,T1-A1-O2,6/14/17,6/30/17,16,269,269
8,T1,A1,4,Oks 3,O4,T1-A1-O4,6/14/17,6/30/17,16,217,217
8,T1,A2,5,Oks 3,O5,T1-A2-O5,6/14/17,6/30/17,16,71,71
8,T1,A2,6,Oks 3,O6,T1-A2-O6,6/14/17,6/30/17,16,224,224
12,T2,A1,1,Kup,K01,T2-A1-K01,6/13/17,6/30/17,17,186,175
12,T2,A1,2,Kup,K02,T2-A1-K02,6/13/17,6/30/17,17,238,234
12,T2,A1,3,Kup,K03,T2-A1-K03,6/13/17,6/30/17,17,291,287
12,T2,A1,4,Kup,K04,T2-A1-K04,6/13/17,6/30/17,17,248,242
12,T2,A2,5,Kup,K05,T2-A2-K05,6/13/17,6/30/17,17,198,197
12,T2,A2,6,Kup,K06,T2-A2-K06,6/13/17,6/30/17,17,54,48
12,T2,A2,7,Kup,K07,T2-A2-K07,6/13/17,6/30/17,17,258,258
12,T2,A2,8,Kup,K08,T2-A2-K08,6/13/17,6/30/17,17,285,285
12,T2,A3,9,Kup,K09,T2-A3-K09,6/13/17,6/30/17,17,286,286
12,T2,A3,10,Kup,K10,T2-A3-K10,6/13/17,6/30/17,17,239,232
12,T2,A3,11,Kup,K11,T2-A3-K11,6/13/17,6/30/17,17,295,293
12,T2,A3,12,Kup,K12,T2-A3-K12,6/13/17,6/30/17,17,308,304
12,T2,A4,13,Kup,K13,T2-A4-K13,6/13/17,6/30/17,17,249,244
12,T2,A4,14,Kup,K14,T2-A4-K14,6/13/17,6/30/17,17,297,295
12,T2,A4,15,Kup,K15,T2-A4-K15,6/13/17,6/30/17,17,275,274
12,T2,A4,16,Kup,K16,T2-A4-K16,6/13/17,6/30/17,17,252,251
12,T2,A1,1,Oks 3,O1,T2-A1-O1,6/14/17,6/30/17,16,249,232
12,T2,A1,2,Oks 3,O2,T2-A1-O2,6/14/17,6/30/17,16,257,233
12,T2,A1,4,Oks 3,O4,T2-A1-O4,6/14/17,6/30/17,16,132,116
12,T2,A2,5,Oks 3,O5,T2-A2-O5,6/14/17,6/30/17,16,4,3
12,T2,A2,6,Oks 3,O6,T2-A2-O6,6/14/17,6/30/17,16,131,118
16,T3,A1,2,Kup,K02,T3-A1-K02,6/13/17,6/30/17,17,37,36
16,T3,A1,4,Kup,K04,T3-A1-K04,6/13/17,6/30/17,17,198,191
16,T3,A2,5,Kup,K05,T3-A2-K05,6/13/17,6/30/17,17,226,225
16,T3,A2,7,Kup,K07,T3-A2-K07,6/13/17,6/30/17,17,244,237
16,T3,A2,8,Kup,K08,T3-A2-K08,6/13/17,6/30/17,17,107,105
16,T3,A4,16,Kup,K16,T3-A4-K16,6/13/17,6/30/17,17,44,44
16,T3,A1,1,Oks 3,O1,T3-A1-O1,6/14/17,6/30/17,16,32,32
16,T3,A1,2,Oks 3,O2,T3-A1-O2,6/14/17,6/30/17,16,214,211
16,T3,A2,6,Oks 3,O6,T3-A2-O6,6/14/17,6/30/17,16,85,85
8,T1,A1,1,Kup,K01,T1-A1-K01,6/13/17,7/1/17,18,288,275
8,T1,A1,2,Kup,K02,T1-A1-K02,6/13/17,7/1/17,18,288,285
8,T1,A1,3,Kup,K03,T1-A1-K03,6/13/17,7/1/17,18,318,317
8,T1,A1,4,Kup,K04,T1-A1-K04,6/13/17,7/1/17,18,307,306
8,T1,A2,5,Kup,K05,T1-A2-K05,6/13/17,7/1/17,18,307,305
8,T1,A2,6,Kup,K06,T1-A2-K06,6/13/17,7/1/17,18,44,36
8,T1,A2,7,Kup,K07,T1-A2-K07,6/13/17,7/1/17,18,315,315
8,T1,A2,8,Kup,K08,T1-A2-K08,6/13/17,7/1/17,18,320,320
8,T1,A3,9,Kup,K09,T1-A3-K09,6/13/17,7/1/17,18,318,318
8,T1,A3,10,Kup,K10,T1-A3-K10,6/13/17,7/1/17,18,297,291
8,T1,A3,11,Kup,K11,T1-A3-K11,6/13/17,7/1/17,18,313,313
8,T1,A3,12,Kup,K12,T1-A3-K12,6/13/17,7/1/17,18,312,312
8,T1,A4,13,Kup,K13,T1-A4-K13,6/13/17,7/1/17,18,305,305
8,T1,A4,14,Kup,K14,T1-A4-K14,6/13/17,7/1/17,18,305,305
8,T1,A4,15,Kup,K15,T1-A4-K15,6/13/17,7/1/17,18,322,321
8,T1,A4,16,Kup,K16,T1-A4-K16,6/13/17,7/1/17,18,313,309
8,T1,A1,1,Oks 3,O1,T1-A1-O1,6/14/17,7/1/17,17,287,286
8,T1,A1,2,Oks 3,O2,T1-A1-O2,6/14/17,7/1/17,17,269,269
8,T1,A3,12,Oks 3,O4,T1-A3-O4,6/14/17,7/1/17,17,217,210
8,T1,A2,5,Oks 3,O5,T1-A2-O5,6/14/17,7/1/17,17,71,62
8,T1,A2,6,Oks 3,O6,T1-A2-O6,6/14/17,7/1/17,17,224,211
12,T2,A1,1,Kup,K01,T2-A1-K01,6/13/17,7/1/17,18,175,174
12,T2,A1,2,Kup,K02,T2-A1-K02,6/13/17,7/1/17,18,234,232
12,T2,A1,3,Kup,K03,T2-A1-K03,6/13/17,7/1/17,18,287,285
12,T2,A1,4,Kup,K04,T2-A1-K04,6/13/17,7/1/17,18,242,242
12,T2,A2,5,Kup,K05,T2-A2-K05,6/13/17,7/1/17,18,197,196
12,T2,A2,6,Kup,K06,T2-A2-K06,6/13/17,7/1/17,18,48,48
12,T2,A2,7,Kup,K07,T2-A2-K07,6/13/17,7/1/17,18,258,257
12,T2,A2,8,Kup,K08,T2-A2-K08,6/13/17,7/1/17,18,285,285
12,T2,A3,9,Kup,K09,T2-A3-K09,6/13/17,7/1/17,18,286,283
12,T2,A3,10,Kup,K10,T2-A3-K10,6/13/17,7/1/17,18,232,229
12,T2,A3,11,Kup,K11,T2-A3-K11,6/13/17,7/1/17,18,293,293
12,T2,A3,12,Kup,K12,T2-A3-K12,6/13/17,7/1/17,18,304,304
12,T2,A4,13,Kup,K13,T2-A4-K13,6/13/17,7/1/17,18,244,243
12,T2,A4,14,Kup,K14,T2-A4-K14,6/13/17,7/1/17,18,295,295
12,T2,A4,15,Kup,K15,T2-A4-K15,6/13/17,7/1/17,18,274,272
12,T2,A4,16,Kup,K16,T2-A4-K16,6/13/17,7/1/17,18,251,249
12,T2,A1,1,Oks 3,O1,T2-A1-O1,6/14/17,7/1/17,17,232,232
12,T2,A1,2,Oks 3,O2,T2-A1-O2,6/14/17,7/1/17,17,233,230
12,T2,A3,12,Oks 3,O4,T2-A3-O4,6/14/17,7/1/17,17,116,114
12,T2,A2,5,Oks 3,O5,T2-A2-O5,6/14/17,7/1/17,17,3,3
12,T2,A2,6,Oks 3,O6,T2-A2-O6,6/14/17,7/1/17,17,118,116
16,T3,A1,2,Kup,K02,T3-A1-K02,6/13/17,7/1/17,18,36,35
16,T3,A1,4,Kup,K04,T3-A1-K04,6/13/17,7/1/17,18,191,173
16,T3,A2,5,Kup,K05,T3-A2-K05,6/13/17,7/1/17,18,225,224
16,T3,A2,7,Kup,K07,T3-A2-K07,6/13/17,7/1/17,18,237,226
16,T3,A2,8,Kup,K08,T3-A2-K08,6/13/17,7/1/17,18,105,89
16,T3,A4,16,Kup,K16,T3-A4-K16,6/13/17,7/1/17,18,44,43
16,T3,A1,1,Oks 3,O1,T3-A1-O1,6/14/17,7/1/17,17,32,32
16,T3,A1,2,Oks 3,O2,T3-A1-O2,6/14/17,7/1/17,17,211,209
16,T3,A2,6,Oks 3,O6,T3-A2-O6,6/14/17,7/1/17,17,85,85
8,T1,A1,1,Kup,K01,T1-A1-K01,6/13/17,7/2/17,19,275,191
8,T1,A1,2,Kup,K02,T1-A1-K02,6/13/17,7/2/17,19,285,281
8,T1,A1,3,Kup,K03,T1-A1-K03,6/13/17,7/2/17,19,317,315
8,T1,A1,4,Kup,K04,T1-A1-K04,6/13/17,7/2/17,19,306,282
8,T1,A2,5,Kup,K05,T1-A2-K05,6/13/17,7/2/17,19,305,288
8,T1,A2,6,Kup,K06,T1-A2-K06,6/13/17,7/2/17,19,36,36
8,T1,A2,7,Kup,K07,T1-A2-K07,6/13/17,7/2/17,19,315,312
8,T1,A2,8,Kup,K08,T1-A2-K08,6/13/17,7/2/17,19,320,314
8,T1,A3,9,Kup,K09,T1-A3-K09,6/13/17,7/2/17,19,318,317
8,T1,A3,10,Kup,K10,T1-A3-K10,6/13/17,7/2/17,19,291,284
8,T1,A3,11,Kup,K11,T1-A3-K11,6/13/17,7/2/17,19,313,310
8,T1,A3,12,Kup,K12,T1-A3-K12,6/13/17,7/2/17,19,312,309
8,T1,A4,13,Kup,K13,T1-A4-K13,6/13/17,7/2/17,19,305,282
8,T1,A4,14,Kup,K14,T1-A4-K14,6/13/17,7/2/17,19,305,291
8,T1,A4,15,Kup,K15,T1-A4-K15,6/13/17,7/2/17,19,321,314
8,T1,A4,16,Kup,K16,T1-A4-K16,6/13/17,7/2/17,19,309,302
8,T1,A1,1,Oks 3,O1,T1-A1-O1,6/14/17,7/2/17,18,286,277
8,T1,A1,2,Oks 3,O2,T1-A1-O2,6/14/17,7/2/17,18,269,252
8,T1,A3,12,Oks 3,O4,T1-A3-O4,6/14/17,7/2/17,18,210,196
8,T1,A2,5,Oks 3,O5,T1-A2-O5,6/14/17,7/2/17,18,62,33
8,T1,A2,6,Oks 3,O6,T1-A2-O6,6/14/17,7/2/17,18,211,58
12,T2,A1,1,Kup,K01,T2-A1-K01,6/13/17,7/2/17,19,174,172
12,T2,A1,2,Kup,K02,T2-A1-K02,6/13/17,7/2/17,19,232,231
12,T2,A1,3,Kup,K03,T2-A1-K03,6/13/17,7/2/17,19,285,285
12,T2,A1,4,Kup,K04,T2-A1-K04,6/13/17,7/2/17,19,242,242
12,T2,A2,5,Kup,K05,T2-A2-K05,6/13/17,7/2/17,19,196,196
12,T2,A2,6,Kup,K06,T2-A2-K06,6/13/17,7/2/17,19,48,48
12,T2,A2,7,Kup,K07,T2-A2-K07,6/13/17,7/2/17,19,257,257
12,T2,A2,8,Kup,K08,T2-A2-K08,6/13/17,7/2/17,19,285,285
12,T2,A3,9,Kup,K09,T2-A3-K09,6/13/17,7/2/17,19,283,283
12,T2,A3,10,Kup,K10,T2-A3-K10,6/13/17,7/2/17,19,229,229
12,T2,A3,11,Kup,K11,T2-A3-K11,6/13/17,7/2/17,19,293,293
12,T2,A3,12,Kup,K12,T2-A3-K12,6/13/17,7/2/17,19,304,304
12,T2,A4,13,Kup,K13,T2-A4-K13,6/13/17,7/2/17,19,243,243
12,T2,A4,14,Kup,K14,T2-A4-K14,6/13/17,7/2/17,19,295,295
12,T2,A4,15,Kup,K15,T2-A4-K15,6/13/17,7/2/17,19,272,272
12,T2,A4,16,Kup,K16,T2-A4-K16,6/13/17,7/2/17,19,249,249
12,T2,A1,1,Oks 3,O1,T2-A1-O1,6/14/17,7/2/17,19,232,232
12,T2,A1,2,Oks 3,O2,T2-A1-O2,6/14/17,7/2/17,19,230,230
12,T2,A3,12,Oks 3,O4,T2-A3-O4,6/14/17,7/2/17,19,114,114
12,T2,A2,5,Oks 3,O5,T2-A2-O5,6/14/17,7/2/17,19,3,3
12,T2,A2,6,Oks 3,O6,T2-A2-O6,6/14/17,7/2/17,19,116,116
16,T3,A1,2,Kup,K02,T3-A1-K02,6/13/17,7/2/17,19,35,35
16,T3,A1,4,Kup,K04,T3-A1-K04,6/13/17,7/2/17,19,173,160
16,T3,A2,5,Kup,K05,T3-A2-K05,6/13/17,7/2/17,19,224,224
16,T3,A2,7,Kup,K07,T3-A2-K07,6/13/17,7/2/17,19,226,209
16,T3,A2,8,Kup,K08,T3-A2-K08,6/13/17,7/2/17,19,89,80
16,T3,A4,16,Kup,K16,T3-A4-K16,6/13/17,7/2/17,18,43,43
16,T3,A1,1,Oks 3,O1,T3-A1-O1,6/14/17,7/2/17,18,32,26
16,T3,A1,2,Oks 3,O2,T3-A1-O2,6/14/17,7/2/17,18,209,204
16,T3,A2,6,Oks 3,O6,T3-A2-O6,6/14/17,7/2/17,18,85,85
8,T1,A1,1,Kup,K01,T1-A1-K01,6/13/17,7/3/17,20,191,166
8,T1,A1,2,Kup,K02,T1-A1-K02,6/13/17,7/3/17,20,281,261
8,T1,A1,3,Kup,K03,T1-A1-K03,6/13/17,7/3/17,20,315,301
8,T1,A1,4,Kup,K04,T1-A1-K04,6/13/17,7/3/17,20,282,271
8,T1,A2,5,Kup,K05,T1-A2-K05,6/13/17,7/3/17,20,288,245
8,T1,A2,6,Kup,K06,T1-A2-K06,6/13/17,7/3/17,20,36,32
8,T1,A2,7,Kup,K07,T1-A2-K07,6/13/17,7/3/17,20,312,299
8,T1,A2,8,Kup,K08,T1-A2-K08,6/13/17,7/3/17,20,314,303
8,T1,A3,9,Kup,K09,T1-A3-K09,6/13/17,7/3/17,20,317,298
8,T1,A3,10,Kup,K10,T1-A3-K10,6/13/17,7/3/17,20,284,246
8,T1,A3,11,Kup,K11,T1-A3-K11,6/13/17,7/3/17,20,310,296
8,T1,A3,12,Kup,K12,T1-A3-K12,6/13/17,7/3/17,20,309,297
8,T1,A4,13,Kup,K13,T1-A4-K13,6/13/17,7/3/17,20,282,266
8,T1,A4,14,Kup,K14,T1-A4-K14,6/13/17,7/3/17,20,291,279
8,T1,A4,15,Kup,K15,T1-A4-K15,6/13/17,7/3/17,20,314,300
8,T1,A4,16,Kup,K16,T1-A4-K16,6/13/17,7/3/17,20,302,282
8,T1,A1,1,Oks 3,O1,T1-A1-O1,6/14/17,7/3/17,19,277,271
8,T1,A1,2,Oks 3,O2,T1-A1-O2,6/14/17,7/3/17,19,252,242
8,T1,A3,12,Oks 3,O4,T1-A3-O4,6/14/17,7/3/17,19,196,192
8,T1,A2,5,Oks 3,O5,T1-A2-O5,6/14/17,7/3/17,19,33,28
8,T1,A2,6,Oks 3,O6,T1-A2-O6,6/14/17,7/3/17,19,58,54
12,T2,A1,1,Kup,K01,T2-A1-K01,6/13/17,7/3/17,20,172,160
12,T2,A1,2,Kup,K02,T2-A1-K02,6/13/17,7/3/17,20,231,217
12,T2,A1,3,Kup,K03,T2-A1-K03,6/13/17,7/3/17,20,285,273
12,T2,A1,4,Kup,K04,T2-A1-K04,6/13/17,7/3/17,20,242,232
12,T2,A2,5,Kup,K05,T2-A2-K05,6/13/17,7/3/17,20,196,185
12,T2,A2,6,Kup,K06,T2-A2-K06,6/13/17,7/3/17,20,48,43
12,T2,A2,7,Kup,K07,T2-A2-K07,6/13/17,7/3/17,20,257,245
12,T2,A2,8,Kup,K08,T2-A2-K08,6/13/17,7/3/17,20,285,272
12,T2,A3,9,Kup,K09,T2-A3-K09,6/13/17,7/3/17,20,283,271
12,T2,A3,10,Kup,K10,T2-A3-K10,6/13/17,7/3/17,20,229,216
12,T2,A3,11,Kup,K11,T2-A3-K11,6/13/17,7/3/17,20,293,282
12,T2,A3,12,Kup,K12,T2-A3-K12,6/13/17,7/3/17,20,304,292
12,T2,A4,13,Kup,K13,T2-A4-K13,6/13/17,7/3/17,20,243,225
12,T2,A4,14,Kup,K14,T2-A4-K14,6/13/17,7/3/17,20,295,283
12,T2,A4,15,Kup,K15,T2-A4-K15,6/13/17,7/3/17,20,272,259
12,T2,A4,16,Kup,K16,T2-A4-K16,6/13/17,7/3/17,20,249,238
12,T2,A1,1,Oks 3,O1,T2-A1-O1,6/14/17,7/3/17,19,232,230
12,T2,A1,2,Oks 3,O2,T2-A1-O2,6/14/17,7/3/17,19,230,230
12,T2,A3,12,Oks 3,O4,T2-A3-O4,6/14/17,7/3/17,19,114,107
12,T2,A2,5,Oks 3,O5,T2-A2-O5,6/14/17,7/3/17,19,3,3
12,T2,A2,6,Oks 3,O6,T2-A2-O6,6/14/17,7/3/17,19,116,114
16,T3,A1,2,Kup,K02,T3-A1-K02,6/13/17,7/3/17,20,35,35
16,T3,A1,4,Kup,K04,T3-A1-K04,6/13/17,7/3/17,20,160,133
16,T3,A2,5,Kup,K05,T3-A2-K05,6/13/17,7/3/17,20,224,224
16,T3,A2,7,Kup,K07,T3-A2-K07,6/13/17,7/3/17,20,209,176
16,T3,A2,8,Kup,K08,T3-A2-K08,6/13/17,7/3/17,20,80,64
16,T3,A4,16,Kup,K16,T3-A4-K16,6/13/17,7/3/17,20,43,35
16,T3,A1,1,Oks 3,O1,T3-A1-O1,6/14/17,7/3/17,19,26,22
16,T3,A1,2,Oks 3,O2,T3-A1-O2,6/14/17,7/3/17,19,204,189
16,T3,A2,6,Oks 3,O6,T3-A2-O6,6/14/17,7/3/17,19,85,82
8,T1,A1,1,Kup,K01,T1-A1-K01,6/13/17,7/4/17,21,166,159
8,T1,A1,2,Kup,K02,T1-A1-K02,6/13/17,7/4/17,21,261,257
8,T1,A1,3,Kup,K03,T1-A1-K03,6/13/17,7/4/17,21,301,301
8,T1,A1,4,Kup,K04,T1-A1-K04,6/13/17,7/4/17,21,271,270
8,T1,A2,5,Kup,K05,T1-A2-K05,6/13/17,7/4/17,21,245,231
8,T1,A2,6,Kup,K06,T1-A2-K06,6/13/17,7/4/17,21,32,32
8,T1,A2,7,Kup,K07,T1-A2-K07,6/13/17,7/4/17,21,299,296
8,T1,A2,8,Kup,K08,T1-A2-K08,6/13/17,7/4/17,21,303,293
8,T1,A3,9,Kup,K09,T1-A3-K09,6/13/17,7/4/17,21,298,296
8,T1,A3,10,Kup,K10,T1-A3-K10,6/13/17,7/4/17,21,246,244
8,T1,A3,11,Kup,K11,T1-A3-K11,6/13/17,7/4/17,21,296,294
8,T1,A3,12,Kup,K12,T1-A3-K12,6/13/17,7/4/17,21,297,295
8,T1,A4,13,Kup,K13,T1-A4-K13,6/13/17,7/4/17,21,266,265
8,T1,A4,14,Kup,K14,T1-A4-K14,6/13/17,7/4/17,21,279,279
8,T1,A4,15,Kup,K15,T1-A4-K15,6/13/17,7/4/17,21,300,300
8,T1,A4,16,Kup,K16,T1-A4-K16,6/13/17,7/4/17,21,282,279
8,T1,A1,1,Oks 3,O1,T1-A1-O1,6/14/17,7/4/17,20,271,260
8,T1,A1,2,Oks 3,O2,T1-A1-O2,6/14/17,7/4/17,20,242,229
8,T1,A3,12,Oks 3,O4,T1-A3-O4,6/14/17,7/4/17,20,192,179
8,T1,A2,5,Oks 3,O5,T1-A2-O5,6/14/17,7/4/17,20,28,21
8,T1,A2,6,Oks 3,O6,T1-A2-O6,6/14/17,7/4/17,20,54,47
12,T2,A1,1,Kup,K01,T2-A1-K01,6/13/17,7/4/17,21,160,159
12,T2,A1,2,Kup,K02,T2-A1-K02,6/13/17,7/4/17,21,217,215
12,T2,A1,3,Kup,K03,T2-A1-K03,6/13/17,7/4/17,21,273,272
12,T2,A1,4,Kup,K04,T2-A1-K04,6/13/17,7/4/17,21,232,230
12,T2,A2,5,Kup,K05,T2-A2-K05,6/13/17,7/4/17,21,185,182
12,T2,A2,6,Kup,K06,T2-A2-K06,6/13/17,7/4/17,21,43,43
12,T2,A2,7,Kup,K07,T2-A2-K07,6/13/17,7/4/17,21,245,244
12,T2,A2,8,Kup,K08,T2-A2-K08,6/13/17,7/4/17,21,272,271
12,T2,A3,9,Kup,K09,T2-A3-K09,6/13/17,7/4/17,21,271,271
12,T2,A3,10,Kup,K10,T2-A3-K10,6/13/17,7/4/17,21,216,214
12,T2,A3,11,Kup,K11,T2-A3-K11,6/13/17,7/4/17,21,282,276
12,T2,A3,12,Kup,K12,T2-A3-K12,6/13/17,7/4/17,21,292,292
12,T2,A4,13,Kup,K13,T2-A4-K13,6/13/17,7/4/17,21,225,216
12,T2,A4,14,Kup,K14,T2-A4-K14,6/13/17,7/4/17,21,283,282
12,T2,A4,15,Kup,K15,T2-A4-K15,6/13/17,7/4/17,21,259,256
12,T2,A4,16,Kup,K16,T2-A4-K16,6/13/17,7/4/17,21,238,238
12,T2,A1,1,Oks 3,O1,T2-A1-O1,6/14/17,7/4/17,20,230,214
12,T2,A1,2,Oks 3,O2,T2-A1-O2,6/14/17,7/4/17,20,230,220
12,T2,A3,12,Oks 3,O4,T2-A3-O4,6/14/17,7/4/17,20,107,93
12,T2,A2,5,Oks 3,O5,T2-A2-O5,6/14/17,7/4/17,20,3,3
12,T2,A2,6,Oks 3,O6,T2-A2-O6,6/14/17,7/4/17,20,114,105
16,T3,A1,1,Kup,K02,T3-A1-K02,6/13/17,7/4/17,21,35,35
16,T3,A1,2,Kup,K04,T3-A1-K04,6/13/17,7/4/17,21,133,129
16,T3,A2,5,Kup,K05,T3-A2-K05,6/13/17,7/4/17,21,224,224
16,T3,A2,7,Kup,K07,T3-A2-K07,6/13/17,7/4/17,21,176,174
16,T3,A2,8,Kup,K08,T3-A2-K08,6/13/17,7/4/17,21,64,62
16,T3,A4,16,Kup,K16,T3-A4-K16,6/13/17,7/4/17,21,35,35
16,T3,A1,1,Oks 3,O1,T3-A1-O1,6/14/17,7/4/17,20,22,20
16,T3,A1,2,Oks 3,O2,T3-A1-O2,6/14/17,7/4/17,20,189,183
16,T3,A2,6,Oks 3,O6,T3-A2-O6,6/14/17,7/4/17,20,82,77
8,T1,A1,1,Kup,K01,T1-A1-K01,6/13/17,7/5/17,22,159,159
8,T1,A1,2,Kup,K02,T1-A1-K02,6/13/17,7/5/17,22,257,251
8,T1,A1,3,Kup,K03,T1-A1-K03,6/13/17,7/5/17,22,301,301
8,T1,A1,4,Kup,K04,T1-A1-K04,6/13/17,7/5/17,22,270,259
8,T1,A2,5,Kup,K05,T1-A2-K05,6/13/17,7/5/17,22,231,231
8,T1,A2,6,Kup,K06,T1-A2-K06,6/13/17,7/5/17,22,32,31
8,T1,A2,7,Kup,K07,T1-A2-K07,6/13/17,7/5/17,22,296,295
8,T1,A2,8,Kup,K08,T1-A2-K08,6/13/17,7/5/17,22,293,288
8,T1,A3,9,Kup,K09,T1-A3-K09,6/13/17,7/5/17,22,296,291
8,T1,A3,10,Kup,K10,T1-A3-K10,6/13/17,7/5/17,22,244,234
8,T1,A3,11,Kup,K11,T1-A3-K11,6/13/17,7/5/17,22,294,290
8,T1,A3,12,Kup,K12,T1-A3-K12,6/13/17,7/5/17,22,295,293
8,T1,A4,13,Kup,K13,T1-A4-K13,6/13/17,7/5/17,22,265,265
8,T1,A4,14,Kup,K14,T1-A4-K14,6/13/17,7/5/17,22,279,278
8,T1,A4,15,Kup,K15,T1-A4-K15,6/13/17,7/5/17,22,300,297
8,T1,A4,16,Kup,K16,T1-A4-K16,6/13/17,7/5/17,22,279,279
8,T1,A1,1,Oks 3,O1,T1-A1-O1,6/14/17,7/5/17,21,260,260
8,T1,A1,2,Oks 3,O2,T1-A1-O2,6/14/17,7/5/17,21,229,228
8,T1,A3,12,Oks 3,O4,T1-A3-O4,6/14/17,7/5/17,21,179,168
8,T1,A2,5,Oks 3,O5,T1-A2-O5,6/14/17,7/5/17,21,21,20
